0,1,2,3,4,5,6,7
50.0,273,0.414,-9.42,0.04,234.924,2011-12-21 17:08:04,Coffee_machines
50.0,273,0.414,-9.42,0.04,234.979,2011-12-21 17:08:13,Coffee_machines
50.0,273,0.517,-9.316,0.04,234.246,2011-12-21 17:15:04,Coffee_machines
50.0,0,1419.057,-9.73,6.147,230.931,2011-12-21 17:20:53,Coffee_machines
50.0,0,863.341,3.018,3.841,223.829,2012-01-22 10:32:57,Coffee_machines
50.0,0,848.25,2.914,3.79,222.894,2012-01-22 10:33:07,Coffee_machines
50.0,0,849.811,2.914,3.789,223.36,2012-01-22 10:33:17,Coffee_machines
50.0,0,845.543,2.914,3.776,222.999,2012-01-22 10:33:27,Coffee_machines
50.0,46,47.044,49.229,0.299,227.247,2012-01-22 10:35:37,Coffee_machines
50.0,3,901.642,55.266,4.001,224.872,2012-01-22 10:35:47,Coffee_machines
50.0,3,903.204,52.56,4.003,225.12,2012-01-22 10:35:57,Coffee_machines
50.0,0,869.378,3.018,3.834,225.811,2012-01-22 10:36:08,Coffee_machines
50.0,0,863.341,3.018,3.819,225.147,2012-01-22 10:36:17,Coffee_machines
50.0,0,867.4,3.018,3.826,225.8,2012-01-22 10:36:27,Coffee_machines
50.0,45,46.419,46.939,0.292,224.377,2012-01-22 10:37:47,Coffee_machines
50.0,3,887.071,52.976,3.969,223.043,2012-01-22 10:37:57,Coffee_machines
50.0,3,887.592,50.79,3.968,223.183,2012-01-22 10:38:08,Coffee_machines
50.0,3,889.361,50.478,3.972,223.398,2012-01-22 10:38:17,Coffee_machines
50.0,3,888.528,50.166,3.975,223.003,2012-01-22 10:38:27,Coffee_machines
50.0,3,882.804,49.437,3.96,222.571,2012-01-22 10:38:37,Coffee_machines
50.0,0,865.527,3.018,3.823,225.308,2012-01-22 10:38:47,Coffee_machines
50.0,0,864.174,2.914,3.821,224.788,2012-01-22 10:38:57,Coffee_machines
50.0,0,859.282,2.914,3.811,224.506,2012-01-22 10:39:08,Coffee_machines
50.0,0,1.977,0.0,0.008,224.746,2012-01-22 10:43:27,Coffee_machines
50.0,0,871.043,3.018,3.849,225.361,2012-01-22 10:44:27,Coffee_machines
50.0,0,865.006,2.914,3.823,225.31,2012-01-22 10:44:37,Coffee_machines
50.0,0,862.821,2.914,3.814,225.259,2012-01-22 10:44:47,Coffee_machines
50.0,45,48.188,48.084,0.298,228.79,2012-01-22 10:46:48,Coffee_machines
50.0,3,922.771,55.37,4.053,227.186,2012-01-22 10:46:58,Coffee_machines
50.0,3,899.145,51.935,3.991,224.797,2012-01-22 10:47:08,Coffee_machines
50.0,3,904.244,50.999,4.003,225.344,2012-01-22 10:47:18,Coffee_machines
50.0,3,901.33,50.686,4.002,224.682,2012-01-22 10:47:28,Coffee_machines
50.0,3,904.453,50.374,4.009,225.05,2012-01-22 10:47:38,Coffee_machines
50.0,0,842.213,2.914,3.776,224.991,2012-01-22 10:47:48,Coffee_machines
50.0,0,881.139,2.914,3.88,226.171,2012-01-22 11:28:58,Coffee_machines
50.0,0,879.682,3.018,3.865,226.667,2012-01-22 11:29:08,Coffee_machines
50.0,0,874.998,3.018,3.851,226.293,2012-01-22 11:29:18,Coffee_machines
50.0,0,875.31,2.914,3.848,226.514,2012-01-22 11:29:28,Coffee_machines
50.0,0,874.894,2.914,3.845,226.593,2012-01-22 11:29:38,Coffee_machines
50.0,0,869.378,2.914,3.83,226.019,2012-01-22 11:29:48,Coffee_machines
50.0,0,869.794,2.914,3.828,226.268,2012-01-22 11:29:58,Coffee_machines
50.0,0,870.731,3.018,3.86,224.614,2012-01-28 11:05:21,Coffee_machines
50.0,0,868.129,3.018,3.846,224.828,2012-01-28 11:05:31,Coffee_machines
50.0,0,867.192,3.018,3.839,224.972,2012-01-28 11:05:41,Coffee_machines
50.0,0,862.3,3.018,3.825,224.529,2012-01-28 11:05:51,Coffee_machines
50.0,0,865.423,3.018,3.828,225.123,2012-01-28 11:06:01,Coffee_machines
50.0,0,860.427,3.018,3.815,224.606,2012-01-28 11:06:11,Coffee_machines
50.0,0,861.78,3.018,3.815,224.964,2012-01-28 11:06:21,Coffee_machines
50.0,0,858.449,3.018,3.805,224.674,2012-01-28 11:06:31,Coffee_machines
50.0,46,46.731,47.772,0.296,225.75,2012-01-28 11:07:21,Coffee_machines
50.0,3,895.71,54.745,4.003,223.293,2012-01-28 11:07:31,Coffee_machines
50.0,3,895.71,53.809,3.992,223.908,2012-01-28 11:07:41,Coffee_machines
50.0,3,893.941,52.352,3.988,223.682,2012-01-28 11:07:51,Coffee_machines
50.0,0,860.115,3.018,3.821,224.164,2012-01-28 11:08:01,Coffee_machines
50.0,0,857.513,2.914,3.814,223.92,2012-01-28 11:08:11,Coffee_machines
50.0,0,856.368,2.914,3.809,223.909,2012-01-28 11:08:21,Coffee_machines
50.0,45,46.523,47.148,0.294,225.976,2012-01-28 11:09:11,Coffee_machines
50.0,3,898.312,53.705,4.006,223.768,2012-01-28 11:09:21,Coffee_machines
50.0,3,892.796,51.519,3.987,223.434,2012-01-28 11:09:31,Coffee_machines
50.0,3,896.543,50.686,3.997,223.791,2012-01-28 11:09:41,Coffee_machines
50.0,3,892.275,50.062,3.987,223.234,2012-01-28 11:09:51,Coffee_machines
50.0,3,895.71,50.062,3.996,223.648,2012-01-28 11:10:01,Coffee_machines
50.0,0,857.617,2.914,3.815,223.67,2012-01-28 11:10:11,Coffee_machines
50.0,0,860.323,2.914,3.819,224.231,2012-01-28 11:10:21,Coffee_machines
50.0,0,855.431,2.914,3.808,223.782,2012-01-28 11:10:31,Coffee_machines
49.9,0,0.0,0.0,0.0,226.263,2012-01-28 11:10:41,Coffee_machines
50.0,1,1.561,0.0,0.006,227.132,2012-01-28 11:14:12,Coffee_machines
50.0,0,861.884,2.914,3.827,224.287,2012-01-28 11:15:32,Coffee_machines
50.0,0,876.143,3.018,3.852,226.501,2012-01-28 11:15:42,Coffee_machines
50.0,1,1.561,0.0,0.006,228.843,2012-01-28 11:16:52,Coffee_machines
50.0,1,1.561,0.0,0.006,229.197,2012-01-28 11:17:22,Coffee_machines
50.0,1,1.561,0.0,0.006,229.166,2012-01-28 11:17:52,Coffee_machines
50.0,1,1.561,0.0,0.006,229.302,2012-01-28 11:18:02,Coffee_machines
50.0,1,1.561,0.0,0.006,228.744,2012-01-28 11:18:32,Coffee_machines
50.0,1,1.561,0.0,0.006,228.943,2012-01-28 11:18:42,Coffee_machines
50.0,1,1.561,0.0,0.006,229.258,2012-01-28 11:18:52,Coffee_machines
50.0,1,1.561,0.0,0.006,229.527,2012-01-28 11:19:02,Coffee_machines
50.0,1,1.561,0.0,0.006,229.039,2012-01-28 11:19:12,Coffee_machines
50.0,1,1.561,0.0,0.006,228.853,2012-01-28 11:20:02,Coffee_machines
50.0,1,1.561,0.0,0.006,229.186,2012-01-28 11:20:52,Coffee_machines
50.0,0,890.298,3.018,3.9,226.94,2012-01-28 11:22:02,Coffee_machines
