freq,phAngle,power,reacPower,rmsCur,rmsVolt,time,equipment
50.0,2,1195.355,48.605,5.204,231.384,2013-12-17 17:40:00,Coffee_machines
50.0,3,950.144,47.148,4.626,232.049,2013-12-17 17:40:10,Coffee_machines
50.0,341,6.557,-3.122,0.03,234.264,2013-12-17 17:40:20,Coffee_machines
50.0,7,403.725,48.501,2.951,233.343,2013-12-17 17:40:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.572,2013-12-17 17:40:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.424,2013-12-17 17:40:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.479,2013-12-17 17:41:00,Coffee_machines
50.0,0,72.959,-1.353,0.313,233.525,2013-12-17 17:41:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.695,2013-12-17 17:41:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.502,2013-12-17 17:41:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.654,2013-12-17 17:41:40,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.55,2013-12-17 17:41:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.529,2013-12-17 17:42:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.7,2013-12-17 17:42:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.586,2013-12-17 17:42:20,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.661,2013-12-17 17:42:30,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.662,2013-12-17 17:42:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.526,2013-12-17 17:42:50,Coffee_machines
50.0,359,82.431,-3.018,0.353,233.469,2013-12-17 17:43:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.611,2013-12-17 17:43:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.668,2013-12-17 17:43:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.365,2013-12-17 17:43:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,232.959,2013-12-17 17:43:40,Coffee_machines
50.0,276,0.312,-3.122,0.013,232.795,2013-12-17 17:43:50,Coffee_machines
50.0,0,347.21,-1.353,2.784,232.204,2013-12-17 17:44:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.396,2013-12-17 17:44:10,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.258,2013-12-17 17:44:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.326,2013-12-17 17:44:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.451,2013-12-17 17:44:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.338,2013-12-17 17:44:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.459,2013-12-17 17:45:00,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.373,2013-12-17 17:45:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.549,2013-12-17 17:45:20,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.647,2013-12-17 17:45:30,Coffee_machines
50.0,0,363.134,-2.081,2.849,232.693,2013-12-17 17:45:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.673,2013-12-17 17:45:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.653,2013-12-17 17:46:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.714,2013-12-17 17:46:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.454,2013-12-17 17:46:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.584,2013-12-17 17:46:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.477,2013-12-17 17:46:40,Coffee_machines
50.0,359,82.327,-2.914,0.353,233.397,2013-12-17 17:46:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.566,2013-12-17 17:47:00,Coffee_machines
50.0,2,1213.778,45.899,5.248,230.463,2013-12-17 17:47:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.627,2013-12-17 17:47:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.474,2013-12-17 17:47:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.537,2013-12-17 17:47:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.665,2013-12-17 17:47:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.767,2013-12-17 17:48:00,Coffee_machines
50.0,0,248.75,-2.289,1.063,234.0,2013-12-17 17:48:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.541,2013-12-17 17:48:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.559,2013-12-17 17:48:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.452,2013-12-17 17:48:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.688,2013-12-17 17:48:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.6,2013-12-17 17:49:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.432,2013-12-17 17:49:10,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.42,2013-12-17 17:49:20,Coffee_machines
50.0,276,0.208,-3.226,0.013,233.445,2013-12-17 17:49:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.499,2013-12-17 17:49:40,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.191,2013-12-17 17:49:50,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.063,2013-12-17 17:50:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.21,2013-12-17 17:50:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,232.913,2013-12-17 17:50:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.202,2013-12-17 17:50:30,Coffee_machines
50.0,0,71.294,-1.353,0.307,232.993,2013-12-17 17:50:40,Coffee_machines
50.0,276,0.312,-3.122,0.013,232.311,2013-12-17 17:50:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.174,2013-12-17 17:51:00,Coffee_machines
50.0,275,0.208,-3.122,0.013,233.035,2013-12-17 17:51:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.004,2013-12-17 17:51:20,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.052,2013-12-17 17:51:30,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.099,2013-12-17 17:51:40,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.131,2013-12-17 17:51:50,Coffee_machines
50.0,357,39.758,-2.081,0.171,232.916,2013-12-17 17:52:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.056,2013-12-17 17:52:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.224,2013-12-17 17:52:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.187,2013-12-17 17:52:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.011,2013-12-17 17:52:40,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.146,2013-12-17 17:52:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.33,2013-12-17 17:53:00,Coffee_machines
50.0,278,0.416,-3.226,0.013,234.206,2013-12-17 17:53:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.261,2013-12-17 17:53:20,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.153,2013-12-17 17:53:30,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.26,2013-12-17 17:53:40,Coffee_machines
50.0,0,235.844,-2.497,1.012,233.658,2013-12-17 17:53:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.279,2013-12-17 17:54:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.348,2013-12-17 17:54:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.25,2013-12-17 17:54:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.218,2013-12-17 17:54:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.182,2013-12-17 17:54:40,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.26,2013-12-17 17:54:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.336,2013-12-17 17:55:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.227,2013-12-17 17:55:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.262,2013-12-17 17:55:20,Coffee_machines
50.0,276,0.208,-3.122,0.013,233.058,2013-12-17 17:55:30,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.132,2013-12-17 17:55:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.037,2013-12-17 17:55:50,Coffee_machines
50.0,276,0.312,-3.122,0.013,232.975,2013-12-17 17:56:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.106,2013-12-17 17:56:10,Coffee_machines
50.0,276,0.312,-3.122,0.013,233.093,2013-12-17 17:56:20,Coffee_machines
50.0,273,0.104,-3.122,0.013,232.959,2013-12-17 17:56:30,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.072,2013-12-17 17:56:40,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.353,2013-12-17 17:56:50,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.245,2013-12-17 17:57:00,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.187,2013-12-17 17:57:10,Coffee_machines
50.0,272,0.104,-3.122,0.013,232.862,2013-12-17 17:57:20,Coffee_machines
50.0,273,0.104,-3.226,0.013,232.93,2013-12-17 17:57:30,Coffee_machines
50.0,272,0.104,-3.226,0.013,232.958,2013-12-17 17:57:40,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.101,2013-12-17 17:57:50,Coffee_machines
50.0,273,0.104,-3.122,0.013,232.92,2013-12-17 17:58:00,Coffee_machines
50.0,272,0.104,-3.226,0.013,233.15,2013-12-17 17:58:10,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.109,2013-12-17 17:58:20,Coffee_machines
50.0,273,0.104,-3.226,0.013,233.04,2013-12-17 17:58:30,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.058,2013-12-17 17:58:40,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.134,2013-12-17 17:58:50,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.085,2013-12-17 17:59:00,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.103,2013-12-17 17:59:10,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.266,2013-12-17 17:59:20,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.336,2013-12-17 17:59:30,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.44,2013-12-17 17:59:40,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.34,2013-12-17 17:59:50,Coffee_machines
50.0,273,0.104,-3.226,0.013,233.328,2013-12-17 18:00:00,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.349,2013-12-17 18:00:10,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.328,2013-12-17 18:00:20,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.435,2013-12-17 18:00:30,Coffee_machines
50.0,273,0.104,-3.226,0.013,233.602,2013-12-17 18:00:40,Coffee_machines
50.0,273,0.104,-3.122,0.013,233.668,2013-12-17 18:00:50,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.631,2013-12-17 18:01:00,Coffee_machines
50.0,272,0.104,-3.226,0.013,233.806,2013-12-17 18:01:10,Coffee_machines
50.0,272,0.104,-3.226,0.013,233.783,2013-12-17 18:01:20,Coffee_machines
50.0,272,0.104,-3.122,0.013,233.202,2013-12-17 18:01:30,Coffee_machines
50.0,0,330.453,-3.85,2.708,232.441,2013-12-17 18:01:40,Coffee_machines
50.0,274,0.208,-3.226,0.013,233.421,2013-12-17 18:01:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.867,2013-12-17 18:02:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.618,2013-12-17 18:02:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,233.684,2013-12-17 18:02:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.721,2013-12-17 18:02:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,235.011,2013-12-17 18:02:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.705,2013-12-17 18:02:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,235.269,2013-12-17 18:03:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.661,2013-12-17 18:03:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.659,2013-12-17 18:03:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.457,2013-12-17 18:03:30,Coffee_machines
50.0,349,9.991,-2.914,0.044,235.808,2013-12-17 18:03:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.958,2013-12-17 18:03:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,235.59,2013-12-17 18:04:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,235.946,2013-12-17 18:04:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.943,2013-12-17 18:04:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.455,2013-12-17 18:04:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,236.116,2013-12-17 18:04:40,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.899,2013-12-17 18:04:50,Coffee_machines
50.0,2,130.828,7.805,0.557,235.218,2013-12-17 18:05:00,Coffee_machines
50.0,2,1238.757,47.148,5.302,232.814,2013-12-17 18:05:10,Coffee_machines
50.0,0,1188.486,0.936,5.101,232.013,2013-12-17 18:05:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.529,2013-12-17 18:05:30,Coffee_machines
50.0,0,0.0,0.0,0.0,235.053,2013-12-17 18:05:40,Coffee_machines
50.0,273,0.104,-3.226,0.013,234.982,2013-12-17 18:05:50,Coffee_machines
50.0,274,0.208,-3.226,0.013,234.343,2013-12-17 18:06:00,Coffee_machines
50.0,274,0.208,-3.226,0.013,234.45,2013-12-17 18:06:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.579,2013-12-17 18:06:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.484,2013-12-17 18:06:30,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.369,2013-12-17 18:06:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.396,2013-12-17 18:06:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.372,2013-12-17 18:07:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.395,2013-12-17 18:07:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.377,2013-12-17 18:07:20,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.556,2013-12-17 18:07:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.604,2013-12-17 18:07:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.486,2013-12-17 18:07:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.476,2013-12-17 18:08:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.413,2013-12-17 18:08:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.366,2013-12-17 18:08:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.334,2013-12-17 18:08:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.416,2013-12-17 18:08:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.432,2013-12-17 18:08:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.331,2013-12-17 18:09:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.372,2013-12-17 18:09:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.344,2013-12-17 18:09:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.31,2013-12-17 18:09:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.389,2013-12-17 18:09:40,Coffee_machines
50.0,359,82.223,-2.914,0.351,234.126,2013-12-17 18:09:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.441,2013-12-17 18:10:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.412,2013-12-17 18:10:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.498,2013-12-17 18:10:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.353,2013-12-17 18:10:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.515,2013-12-17 18:10:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.428,2013-12-17 18:10:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.345,2013-12-17 18:11:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.436,2013-12-17 18:11:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.377,2013-12-17 18:11:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.272,2013-12-17 18:11:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.48,2013-12-17 18:11:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.401,2013-12-17 18:11:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.325,2013-12-17 18:12:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.44,2013-12-17 18:12:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.267,2013-12-17 18:12:20,Coffee_machines
50.0,2,1219.814,46.107,5.261,231.058,2013-12-17 18:12:30,Coffee_machines
50.0,0,698.375,-2.601,3.922,232.458,2013-12-17 18:12:40,Coffee_machines
50.0,0,245.211,-2.601,1.052,233.525,2013-12-17 18:12:50,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.289,2013-12-17 18:13:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.09,2013-12-17 18:13:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.262,2013-12-17 18:13:20,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.098,2013-12-17 18:13:30,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.188,2013-12-17 18:13:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.141,2013-12-17 18:13:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.177,2013-12-17 18:14:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.079,2013-12-17 18:14:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.064,2013-12-17 18:14:20,Coffee_machines
50.0,2,1020.397,42.048,4.809,231.583,2013-12-17 18:14:30,Coffee_machines
50.0,2,1218.565,46.627,5.255,231.099,2013-12-17 18:14:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.328,2013-12-17 18:14:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.907,2013-12-17 18:15:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,236.002,2013-12-17 18:15:10,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.996,2013-12-17 18:15:20,Coffee_machines
50.0,0,228.038,-1.665,0.97,235.258,2013-12-17 18:15:30,Coffee_machines
50.0,54,35.907,51.207,0.264,236.517,2013-12-17 18:15:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,236.616,2013-12-17 18:15:50,Coffee_machines
50.0,46,37.78,40.278,0.233,236.477,2013-12-17 18:16:00,Coffee_machines
50.0,2,1243.024,46.731,5.309,233.329,2013-12-17 18:16:10,Coffee_machines
50.0,0,695.981,-1.977,3.922,233.708,2013-12-17 18:16:20,Coffee_machines
50.0,2,1223.249,45.378,5.268,231.391,2013-12-17 18:16:30,Coffee_machines
50.0,0,462.53,-1.665,3.211,233.479,2013-12-17 18:16:40,Coffee_machines
50.0,353,16.965,-3.746,0.074,234.734,2013-12-17 18:16:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.783,2013-12-17 18:17:00,Coffee_machines
50.0,53,35.595,49.437,0.259,235.157,2013-12-17 18:17:10,Coffee_machines
50.0,37,8.014,7.493,0.046,234.589,2013-12-17 18:17:20,Coffee_machines
50.0,55,35.074,49.021,0.257,234.457,2013-12-17 18:17:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,235.262,2013-12-17 18:17:40,Coffee_machines
50.0,2,1021.646,47.46,4.804,232.111,2013-12-17 18:17:50,Coffee_machines
50.0,2,1218.669,44.546,5.256,231.036,2013-12-17 18:18:00,Coffee_machines
50.0,0,1093.253,2.081,4.899,231.38,2013-12-17 18:18:10,Coffee_machines
50.0,359,71.71,-2.393,0.306,234.178,2013-12-17 18:18:20,Coffee_machines
50.0,0,236.156,-2.601,1.013,233.631,2013-12-17 18:18:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.188,2013-12-17 18:18:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.254,2013-12-17 18:18:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.334,2013-12-17 18:19:00,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.382,2013-12-17 18:19:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.383,2013-12-17 18:19:20,Coffee_machines
50.0,346,9.679,-2.706,0.042,234.264,2013-12-17 18:19:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.338,2013-12-17 18:19:40,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.474,2013-12-17 18:19:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.393,2013-12-17 18:20:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.171,2013-12-17 18:20:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.295,2013-12-17 18:20:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.422,2013-12-17 18:20:30,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.335,2013-12-17 18:20:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.427,2013-12-17 18:20:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.42,2013-12-17 18:21:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.419,2013-12-17 18:21:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.433,2013-12-17 18:21:20,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.16,2013-12-17 18:21:30,Coffee_machines
50.0,276,0.208,-3.226,0.013,234.018,2013-12-17 18:21:40,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.108,2013-12-17 18:21:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.94,2013-12-17 18:22:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.059,2013-12-17 18:22:10,Coffee_machines
50.0,276,0.312,-3.226,0.013,234.092,2013-12-17 18:22:20,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.122,2013-12-17 18:22:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.131,2013-12-17 18:22:40,Coffee_machines
50.0,276,0.208,-3.226,0.013,234.154,2013-12-17 18:22:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.145,2013-12-17 18:23:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.143,2013-12-17 18:23:10,Coffee_machines
50.0,359,0.208,-3.226,0.013,234.103,2013-12-17 18:23:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.107,2013-12-17 18:23:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.128,2013-12-17 18:23:40,Coffee_machines
50.0,355,191.194,-3.746,0.82,233.72,2013-12-17 18:23:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.183,2013-12-17 18:24:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.18,2013-12-17 18:24:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.153,2013-12-17 18:24:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,234.23,2013-12-17 18:24:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.097,2013-12-17 18:24:40,Coffee_machines
50.0,0,0.312,-2.497,0.013,234.024,2013-12-17 18:24:50,Coffee_machines
50.0,275,0.208,-3.226,0.013,235.332,2013-12-17 18:25:00,Coffee_machines
50.0,275,0.312,-3.226,0.013,233.981,2013-12-17 18:25:10,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.075,2013-12-17 18:25:20,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.061,2013-12-17 18:25:30,Coffee_machines
50.0,275,0.208,-3.226,0.013,233.912,2013-12-17 18:25:40,Coffee_machines
50.0,333,77.227,-2.81,0.331,233.93,2013-12-17 18:25:50,Coffee_machines
50.0,275,0.312,-3.226,0.013,235.036,2013-12-17 18:26:00,Coffee_machines
50.0,275,0.208,-3.226,0.013,234.159,2013-12-17 18:26:10,Coffee_machines
