freq,phAngle,power,reacPower,rmsCur,rmsVolt,time,equipment,original_row
50.0,275,0.312,-3.33,0.014,237.729,2013-12-17 18:42:57,Coffee_machines,458
50.0,275,0.312,-3.33,0.013,238.609,2013-12-17 18:43:07,Coffee_machines,459
50.0,275,0.208,-3.33,0.014,238.652,2013-12-17 18:43:27,Coffee_machines,460
50.0,275,0.312,-3.33,0.014,238.618,2013-12-17 18:43:37,Coffee_machines,461
50.0,275,0.312,-3.33,0.014,238.325,2013-12-17 18:43:47,Coffee_machines,462
50.0,275,0.312,-3.33,0.014,237.412,2013-12-17 18:44:47,Coffee_machines,466
50.0,275,0.312,-3.33,0.014,237.309,2013-12-17 18:44:57,Coffee_machines,467
50.0,0,176.623,-1.665,0.331,237.238,2013-12-17 18:45:07,Coffee_machines,468
50.0,3,67.651,47.564,4.216,235.256,2013-12-17 18:45:17,Coffee_machines,469
50.0,2,1251.975,47.252,5.331,234.113,2013-12-17 18:45:27,Coffee_machines,470
50.0,0,958.054,-1.04,4.892,234.569,2013-12-17 18:45:37,Coffee_machines,471
50.0,276,0.208,-1.873,0.007,237.23,2013-12-17 18:45:47,Coffee_machines,472
50.0,0,0.0,0.0,0.0,236.386,2013-12-17 18:45:57,Coffee_machines,473
50.0,0,378.85,-1.977,2.916,237.313,2013-12-17 18:48:47,Coffee_machines,489
50.0,274,0.208,-3.33,0.013,238.335,2013-12-17 18:48:57,Coffee_machines,490
50.0,275,0.208,-3.33,0.014,237.439,2013-12-17 18:49:07,Coffee_machines,491
50.0,275,0.208,-3.33,0.013,238.173,2013-12-17 18:49:27,Coffee_machines,492
50.0,275,0.208,-3.33,0.014,237.267,2013-12-17 18:49:37,Coffee_machines,493
50.0,275,0.312,-3.33,0.014,238.454,2013-12-17 18:49:47,Coffee_machines,494
50.0,275,0.312,-3.33,0.014,237.316,2013-12-17 18:49:57,Coffee_machines,495
50.0,275,0.208,-3.33,0.014,237.351,2013-12-17 18:50:07,Coffee_machines,496
50.0,275,0.312,-3.33,0.014,236.694,2013-12-17 18:50:37,Coffee_machines,499
50.0,276,0.312,-3.226,0.013,236.513,2013-12-17 18:51:28,Coffee_machines,503
50.0,356,27.477,-3.85,0.117,236.791,2013-12-17 18:51:57,Coffee_machines,506
50.0,0,241.673,-2.497,1.024,236.244,2013-12-17 18:52:57,Coffee_machines,512
50.0,359,96.794,-2.914,0.41,236.72,2013-12-17 18:55:47,Coffee_machines,529
50.0,276,0.312,-3.33,0.014,236.72,2013-12-17 18:57:07,Coffee_machines,537
50.0,352,29.662,-4.163,0.126,236.197,2013-12-17 18:57:27,Coffee_machines,539
50.0,341,6.452,-3.018,0.03,236.056,2013-12-17 18:57:57,Coffee_machines,542
50.0,272,0.104,-3.226,0.013,236.746,2013-12-17 18:58:17,Coffee_machines,544
50.0,274,0.208,-3.33,0.014,236.701,2013-12-17 18:58:27,Coffee_machines,545
50.0,274,0.208,-3.226,0.013,236.667,2013-12-17 18:58:37,Coffee_machines,546
50.0,2,1239.173,47.044,5.304,232.827,2013-12-17 18:58:47,Coffee_machines,547
50.0,2,1239.173,46.627,5.304,232.828,2013-12-17 18:58:57,Coffee_machines,548
50.0,276,0.312,-3.226,0.013,235.889,2013-12-17 18:59:17,Coffee_machines,549
50.0,279,0.416,-3.226,0.013,236.04,2013-12-17 18:59:27,Coffee_machines,550
50.0,315,2.601,-3.122,0.017,235.845,2013-12-17 18:59:37,Coffee_machines,551
50.0,359,83.888,-3.018,0.357,235.441,2013-12-17 19:01:37,Coffee_machines,557
50.0,0,234.179,-2.601,1.0,234.54,2013-12-17 19:04:27,Coffee_machines,568
50.0,276,0.312,-3.226,0.013,235.257,2013-12-17 19:04:37,Coffee_machines,569
50.0,276,0.312,-3.226,0.013,235.225,2013-12-17 19:05:07,Coffee_machines,572
50.0,276,0.312,-3.226,0.013,235.239,2013-12-17 19:05:57,Coffee_machines,575
50.0,276,0.312,-3.226,0.013,235.585,2013-12-17 19:06:07,Coffee_machines,576
50.0,276,0.312,-3.226,0.013,235.512,2013-12-17 19:07:17,Coffee_machines,582
50.0,276,0.312,-3.226,0.013,235.375,2013-12-17 19:07:27,Coffee_machines,583
50.0,276,0.312,-3.226,0.013,235.347,2013-12-17 19:07:37,Coffee_machines,584
50.0,276,0.312,-3.226,0.013,235.281,2013-12-17 19:07:47,Coffee_machines,585
50.0,276,0.312,-3.226,0.013,235.351,2013-12-17 19:08:07,Coffee_machines,587
50.0,276,0.312,-3.226,0.013,235.342,2013-12-17 19:08:17,Coffee_machines,588
50.0,272,0.104,-3.226,0.013,235.212,2013-12-17 19:08:27,Coffee_machines,589
50.0,272,0.104,-3.226,0.013,235.492,2013-12-17 19:08:37,Coffee_machines,590
50.0,272,0.104,-3.226,0.013,235.477,2013-12-17 19:08:57,Coffee_machines,591
50.0,272,0.104,-3.226,0.013,235.629,2013-12-17 19:09:07,Coffee_machines,592
50.0,273,0.104,-3.226,0.013,235.575,2013-12-17 19:09:17,Coffee_machines,593
50.0,272,0.104,-3.226,0.013,235.903,2013-12-17 19:09:27,Coffee_machines,594
50.0,273,0.104,-3.226,0.013,235.807,2013-12-17 19:09:37,Coffee_machines,595
50.0,272,0.104,-3.226,0.013,235.808,2013-12-17 19:09:57,Coffee_machines,596
50.0,272,0.104,-3.226,0.013,235.865,2013-12-17 19:10:07,Coffee_machines,597
50.0,272,0.104,-3.226,0.013,235.367,2013-12-17 19:10:17,Coffee_machines,598
50.0,272,0.104,-3.226,0.013,235.787,2013-12-17 19:10:27,Coffee_machines,599
50.0,1,1222.937,28.205,5.232,232.934,2013-12-17 19:16:17,Coffee_machines,626
50.0,346,7.91,-3.018,0.035,237.352,2013-12-17 19:16:57,Coffee_machines,629
50.0,315,3.434,-3.642,0.021,237.547,2013-12-17 19:20:37,Coffee_machines,646
50.0,356,29.974,-2.185,0.127,236.949,2013-12-17 19:21:07,Coffee_machines,649
50.0,272,0.104,-3.33,0.013,239.3,2013-12-17 19:28:37,Coffee_machines,693
50.0,272,0.104,-3.33,0.013,239.293,2013-12-17 19:28:47,Coffee_machines,694
50.0,272,0.104,-3.226,0.013,237.129,2013-12-17 19:29:47,Coffee_machines,700
50.0,273,0.104,-3.33,0.014,237.434,2013-12-17 19:29:57,Coffee_machines,701
50.0,272,0.104,-3.33,0.014,237.55,2013-12-17 19:30:07,Coffee_machines,702
50.0,272,0.104,-3.33,0.014,237.652,2013-12-17 19:30:17,Coffee_machines,703
50.0,272,0.104,-3.33,0.014,237.816,2013-12-17 19:30:27,Coffee_machines,704
50.0,272,0.104,-3.33,0.014,237.895,2013-12-17 19:30:37,Coffee_machines,705
50.0,273,0.104,-3.226,0.014,237.394,2013-12-17 19:30:47,Coffee_machines,706
50.0,272,0.104,-3.33,0.014,237.374,2013-12-17 19:30:57,Coffee_machines,707
50.0,273,0.104,-3.33,0.014,237.385,2013-12-17 19:31:07,Coffee_machines,708
50.0,272,0.104,-3.33,0.014,237.381,2013-12-17 19:31:17,Coffee_machines,709
50.0,273,0.104,-3.33,0.014,237.615,2013-12-17 19:31:27,Coffee_machines,710
50.0,272,0.104,-3.33,0.014,237.563,2013-12-17 19:31:37,Coffee_machines,711
50.0,272,0.104,-3.33,0.014,237.547,2013-12-17 19:31:47,Coffee_machines,712
50.0,273,0.104,-3.33,0.014,237.757,2013-12-17 19:31:57,Coffee_machines,713
50.0,272,0.104,-3.33,0.014,237.866,2013-12-17 19:32:07,Coffee_machines,714
50.0,272,0.104,-3.33,0.014,237.867,2013-12-17 19:32:17,Coffee_machines,715
50.0,272,0.104,-3.33,0.014,237.878,2013-12-17 19:32:27,Coffee_machines,716
50.0,272,0.104,-3.33,0.014,237.944,2013-12-17 19:32:37,Coffee_machines,717
50.0,272,0.104,-3.33,0.013,238.021,2013-12-17 19:32:47,Coffee_machines,718
50.0,272,0.104,-3.33,0.014,237.986,2013-12-17 19:32:57,Coffee_machines,719
50.0,272,0.104,-3.33,0.014,237.836,2013-12-17 19:33:17,Coffee_machines,720
50.0,273,0.104,-3.33,0.014,237.925,2013-12-17 19:33:27,Coffee_machines,721
50.0,273,0.104,-3.33,0.014,237.851,2013-12-17 19:33:37,Coffee_machines,722
50.0,0,1392.659,-9.42,6.09,228.761,2011-12-21 15:31:12,Coffee_machines,782
50.0,273,0.517,-9.213,0.04,232.001,2011-12-21 15:37:52,Coffee_machines,801
50.0,0,1364.812,-10.144,6.028,228.41,2011-12-21 15:49:21,Coffee_machines,869
49.9,273,0.517,-9.213,0.041,232.651,2011-12-21 15:52:21,Coffee_machines,887
50.0,273,0.414,-9.213,0.04,233.02,2011-12-21 15:55:51,Coffee_machines,904
50.0,273,0.414,-9.213,0.04,232.878,2011-12-21 15:56:11,Coffee_machines,906
50.0,273,0.414,-9.213,0.04,232.51,2011-12-21 15:56:42,Coffee_machines,909
50.0,0,1389.036,-9.42,6.082,228.456,2011-12-21 15:56:52,Coffee_machines,910
50.0,273,0.414,-9.213,0.04,232.692,2011-12-21 15:57:22,Coffee_machines,913
50.0,273,0.414,-9.213,0.04,233.013,2011-12-21 15:57:52,Coffee_machines,916
50.0,273,0.414,-9.213,0.04,232.986,2011-12-21 15:58:22,Coffee_machines,919
50.0,273,0.414,-9.213,0.04,232.699,2011-12-21 16:00:02,Coffee_machines,929
50.1,273,0.414,-9.213,0.04,232.769,2011-12-21 16:00:12,Coffee_machines,930
50.1,273,0.414,-9.213,0.04,232.874,2011-12-21 16:00:32,Coffee_machines,932
50.1,273,0.517,-9.213,0.04,232.957,2011-12-21 16:00:42,Coffee_machines,933
50.1,273,0.517,-9.316,0.04,232.993,2011-12-21 16:00:52,Coffee_machines,934
50.1,273,0.414,-9.316,0.04,233.054,2011-12-21 16:01:02,Coffee_machines,935
50.1,273,0.517,-9.316,0.04,233.548,2011-12-21 16:01:12,Coffee_machines,936
50.0,273,0.414,-9.316,0.04,233.605,2011-12-21 16:01:22,Coffee_machines,937
50.0,273,0.414,-9.316,0.04,233.651,2011-12-21 16:01:32,Coffee_machines,938
50.1,273,0.414,-9.316,0.04,233.66,2011-12-21 16:01:42,Coffee_machines,939
50.1,273,0.414,-9.316,0.04,233.652,2011-12-21 16:01:52,Coffee_machines,940
50.1,273,0.517,-9.316,0.04,233.722,2011-12-21 16:02:12,Coffee_machines,942
50.1,273,0.517,-9.316,0.04,233.837,2011-12-21 16:02:22,Coffee_machines,943
50.1,273,0.517,-9.316,0.04,233.685,2011-12-21 16:02:42,Coffee_machines,945
50.1,273,0.517,-9.316,0.04,233.567,2011-12-21 16:02:52,Coffee_machines,946
50.1,273,0.517,-9.316,0.04,233.793,2011-12-21 16:03:02,Coffee_machines,947
50.1,273,0.517,-9.316,0.04,233.719,2011-12-21 16:03:22,Coffee_machines,949
50.0,273,0.414,-9.316,0.04,233.968,2011-12-21 16:04:02,Coffee_machines,953
50.0,273,0.414,-9.316,0.04,233.958,2011-12-21 16:04:12,Coffee_machines,954
50.0,0,1308.704,-7.66,5.903,230.13,2011-12-21 16:04:22,Coffee_machines,955
50.0,273,0.414,-9.316,0.04,234.039,2011-12-21 16:04:52,Coffee_machines,958
50.0,273,0.414,-9.316,0.04,233.48,2011-12-21 16:06:42,Coffee_machines,968
50.0,273,0.414,-9.316,0.039,233.498,2011-12-21 16:07:12,Coffee_machines,971
50.0,273,0.414,-9.316,0.04,233.607,2011-12-21 16:08:51,Coffee_machines,981
50.0,273,0.414,-9.316,0.04,233.599,2011-12-21 16:09:42,Coffee_machines,984
50.0,273,0.414,-9.316,0.04,233.485,2011-12-21 16:10:32,Coffee_machines,989
50.0,273,0.414,-9.316,0.04,233.837,2011-12-21 16:11:12,Coffee_machines,993
50.0,273,0.414,-9.316,0.04,233.924,2011-12-21 16:11:52,Coffee_machines,997
50.0,273,0.414,-9.316,0.04,233.665,2011-12-21 16:12:12,Coffee_machines,999
50.0,284,2.277,-9.73,0.22,233.151,2011-12-21 16:15:42,Coffee_machines,1019
49.9,273,0.517,-9.109,0.039,231.389,2011-12-21 16:28:12,Coffee_machines,1069
49.9,273,0.414,-9.316,0.04,233.636,2011-12-21 16:31:52,Coffee_machines,1091
50.0,273,0.517,-9.316,0.05,233.892,2011-12-21 16:34:32,Coffee_machines,1105
50.0,273,0.414,-9.213,0.04,233.169,2011-12-21 16:40:02,Coffee_machines,1137
50.0,326,12.629,-8.902,0.57,233.558,2011-12-21 16:42:03,Coffee_machines,1139
50.0,273,0.414,-9.213,0.04,232.998,2011-12-21 16:47:53,Coffee_machines,1147
50.0,273,0.517,-9.213,0.04,233.089,2011-12-21 16:48:03,Coffee_machines,1148
50.0,273,0.517,-9.213,0.039,232.967,2011-12-21 16:48:13,Coffee_machines,1149
50.0,273,0.517,-9.213,0.04,232.993,2011-12-21 16:48:23,Coffee_machines,1150
50.0,273,0.517,-9.213,0.04,233.117,2011-12-21 16:48:33,Coffee_machines,1151
50.0,273,0.414,-9.213,0.039,232.408,2011-12-21 16:48:43,Coffee_machines,1152
50.0,273,0.414,-9.213,0.04,232.953,2011-12-21 16:49:03,Coffee_machines,1153
50.0,273,0.414,-9.213,0.04,232.909,2011-12-21 16:49:13,Coffee_machines,1154
50.0,273,0.517,-9.213,0.04,232.887,2011-12-21 16:49:23,Coffee_machines,1155
50.0,359,431.576,-7.142,3.388,231.632,2011-12-21 16:49:33,Coffee_machines,1156
50.0,273,0.414,-9.213,0.04,232.85,2011-12-21 16:49:43,Coffee_machines,1157
50.0,273,0.414,-9.213,0.039,232.786,2011-12-21 16:49:53,Coffee_machines,1158
50.0,273,0.517,-9.213,0.04,232.904,2011-12-21 16:50:03,Coffee_machines,1159
50.0,273,0.517,-9.213,0.039,232.927,2011-12-21 16:50:13,Coffee_machines,1160
50.0,273,0.517,-9.213,0.04,232.878,2011-12-21 16:50:23,Coffee_machines,1161
50.0,273,0.517,-9.213,0.04,233.021,2011-12-21 16:50:33,Coffee_machines,1162
50.0,273,0.517,-9.213,0.04,232.907,2011-12-21 16:50:43,Coffee_machines,1163
50.0,273,0.517,-9.213,0.04,232.647,2011-12-21 16:50:53,Coffee_machines,1164
50.0,273,0.517,-9.213,0.039,232.488,2011-12-21 16:51:03,Coffee_machines,1165
50.0,273,0.414,-9.213,0.039,232.827,2011-12-21 16:51:13,Coffee_machines,1166
50.0,273,0.517,-9.213,0.04,233.336,2011-12-21 16:51:33,Coffee_machines,1167
50.0,273,0.517,-9.213,0.04,233.334,2011-12-21 16:51:53,Coffee_machines,1169
50.0,273,0.517,-9.42,0.04,234.573,2011-12-21 16:52:53,Coffee_machines,1175
50.0,273,0.517,-9.316,0.04,234.214,2011-12-21 16:57:03,Coffee_machines,1200
50.0,273,0.517,-9.316,0.04,234.358,2011-12-21 16:57:13,Coffee_machines,1201
50.0,273,0.517,-9.316,0.04,234.248,2011-12-21 16:57:23,Coffee_machines,1202
50.0,273,0.517,-9.316,0.04,234.296,2011-12-21 16:57:33,Coffee_machines,1203
50.0,273,0.517,-9.316,0.04,234.468,2011-12-21 16:57:43,Coffee_machines,1204
50.0,273,0.414,-9.42,0.04,234.399,2011-12-21 16:57:53,Coffee_machines,1205
50.0,273,0.517,-9.316,0.04,234.368,2011-12-21 16:58:03,Coffee_machines,1206
50.0,273,0.517,-9.316,0.04,234.016,2011-12-21 16:58:13,Coffee_machines,1207
50.0,273,0.517,-9.316,0.04,233.82,2011-12-21 16:58:23,Coffee_machines,1208
50.0,273,0.517,-9.316,0.04,233.877,2011-12-21 16:58:33,Coffee_machines,1209
50.0,273,0.517,-9.316,0.04,233.832,2011-12-21 16:58:43,Coffee_machines,1210
50.0,273,0.517,-9.316,0.04,234.147,2011-12-21 16:59:03,Coffee_machines,1211
50.0,273,0.517,-9.316,0.04,234.15,2011-12-21 16:59:13,Coffee_machines,1212
50.0,273,0.517,-9.316,0.04,234.12,2011-12-21 16:59:23,Coffee_machines,1213
50.0,273,0.517,-9.316,0.04,233.957,2011-12-21 16:59:33,Coffee_machines,1214
50.0,273,0.517,-9.316,0.04,234.207,2011-12-21 16:59:43,Coffee_machines,1215
50.0,273,0.517,-9.316,0.04,234.206,2011-12-21 16:59:53,Coffee_machines,1216
50.0,273,0.517,-9.316,0.04,234.248,2011-12-21 17:00:03,Coffee_machines,1217
50.0,2,1133.341,47.205,5.575,230.755,2011-12-21 17:00:13,Coffee_machines,1218
50.0,1,1443.591,25.258,6.288,229.78,2011-12-21 17:00:23,Coffee_machines,1219
50.0,273,0.414,-9.42,0.04,234.626,2011-12-21 17:00:43,Coffee_machines,1221
50.0,1,1474.13,42.96,6.399,230.555,2011-12-21 17:02:03,Coffee_machines,1228
50.0,6,446.897,43.685,3.353,233.675,2011-12-21 17:02:13,Coffee_machines,1229
50.0,359,397.0,-10.041,3.244,233.861,2011-12-21 17:02:23,Coffee_machines,1230
50.1,273,0.517,-9.42,0.04,235.163,2011-12-21 17:02:53,Coffee_machines,1233
50.0,274,0.517,-9.42,0.04,235.095,2011-12-21 17:03:03,Coffee_machines,1234
50.0,274,0.517,-9.42,0.04,235.087,2011-12-21 17:03:13,Coffee_machines,1235
50.0,274,0.517,-9.42,0.04,234.9,2011-12-21 17:03:23,Coffee_machines,1236
50.0,274,0.517,-9.42,0.04,234.925,2011-12-21 17:03:33,Coffee_machines,1237
50.0,274,0.517,-9.42,0.04,235.017,2011-12-21 17:03:43,Coffee_machines,1238
50.0,274,0.621,-9.42,0.04,235.069,2011-12-21 17:03:53,Coffee_machines,1239
50.0,274,0.621,-9.42,0.04,235.041,2011-12-21 17:04:03,Coffee_machines,1240
50.1,274,0.621,-9.42,0.04,235.1,2011-12-21 17:04:23,Coffee_machines,1242
50.0,274,0.621,-9.42,0.04,235.186,2011-12-21 17:04:33,Coffee_machines,1243
50.0,273,0.517,-9.316,0.04,234.246,2011-12-21 17:15:04,Coffee_machines,1280
50.0,0,0.0,0.0,0.0,225.106,2012-01-22 10:32:37,Coffee_machines,1299
50.0,46,47.044,49.229,0.299,227.247,2012-01-22 10:35:37,Coffee_machines,1314
50.0,3,901.642,55.266,4.001,224.872,2012-01-22 10:35:47,Coffee_machines,1315
50.0,3,903.204,52.56,4.003,225.12,2012-01-22 10:35:57,Coffee_machines,1316
50.0,45,46.419,46.939,0.292,224.377,2012-01-22 10:37:47,Coffee_machines,1327
50.0,3,887.071,52.976,3.969,223.043,2012-01-22 10:37:57,Coffee_machines,1328
50.0,3,887.592,50.79,3.968,223.183,2012-01-22 10:38:08,Coffee_machines,1329
50.0,3,889.361,50.478,3.972,223.398,2012-01-22 10:38:17,Coffee_machines,1330
50.0,3,888.528,50.166,3.975,223.003,2012-01-22 10:38:27,Coffee_machines,1331
50.0,3,882.804,49.437,3.96,222.571,2012-01-22 10:38:37,Coffee_machines,1332
50.0,45,48.188,48.084,0.298,228.79,2012-01-22 10:46:48,Coffee_machines,1380
50.0,3,922.771,55.37,4.053,227.186,2012-01-22 10:46:58,Coffee_machines,1381
50.0,3,899.145,51.935,3.991,224.797,2012-01-22 10:47:08,Coffee_machines,1382
50.0,3,904.244,50.999,4.003,225.344,2012-01-22 10:47:18,Coffee_machines,1383
50.0,3,901.33,50.686,4.002,224.682,2012-01-22 10:47:28,Coffee_machines,1384
50.0,3,904.453,50.374,4.009,225.05,2012-01-22 10:47:38,Coffee_machines,1385
50.0,0,881.139,2.914,3.88,226.171,2012-01-22 11:28:58,Coffee_machines,1597
50.0,0,879.682,3.018,3.865,226.667,2012-01-22 11:29:08,Coffee_machines,1598
50.0,0,874.998,3.018,3.851,226.293,2012-01-22 11:29:18,Coffee_machines,1599
50.0,46,46.731,47.772,0.296,225.75,2012-01-28 11:07:21,Coffee_machines,1632
50.0,3,895.71,54.745,4.003,223.293,2012-01-28 11:07:31,Coffee_machines,1633
50.0,3,895.71,53.809,3.992,223.908,2012-01-28 11:07:41,Coffee_machines,1634
50.0,3,893.941,52.352,3.988,223.682,2012-01-28 11:07:51,Coffee_machines,1635
50.0,45,46.523,47.148,0.294,225.976,2012-01-28 11:09:11,Coffee_machines,1643
50.0,3,898.312,53.705,4.006,223.768,2012-01-28 11:09:21,Coffee_machines,1644
50.0,3,892.796,51.519,3.987,223.434,2012-01-28 11:09:31,Coffee_machines,1645
50.0,3,896.543,50.686,3.997,223.791,2012-01-28 11:09:41,Coffee_machines,1646
50.0,3,892.275,50.062,3.987,223.234,2012-01-28 11:09:51,Coffee_machines,1647
50.0,3,895.71,50.062,3.996,223.648,2012-01-28 11:10:01,Coffee_machines,1648
49.9,0,0.0,0.0,0.0,226.263,2012-01-28 11:10:41,Coffee_machines,1652
50.0,1,1.561,0.0,0.006,227.132,2012-01-28 11:14:12,Coffee_machines,1673
50.0,1,1.561,0.0,0.006,228.843,2012-01-28 11:16:52,Coffee_machines,1689
50.0,1,1.561,0.0,0.006,229.197,2012-01-28 11:17:22,Coffee_machines,1692
50.0,1,1.561,0.0,0.006,229.166,2012-01-28 11:17:52,Coffee_machines,1695
50.0,1,1.561,0.0,0.006,229.302,2012-01-28 11:18:02,Coffee_machines,1696
50.0,1,1.561,0.0,0.006,228.853,2012-01-28 11:20:02,Coffee_machines,1701
50.0,1,1.561,0.0,0.006,229.186,2012-01-28 11:20:52,Coffee_machines,1706
50.0,0,890.298,3.018,3.9,226.94,2012-01-28 11:22:02,Coffee_machines,1713
50.0,0,0.0,0.0,0.0,227.066,2012-01-28 11:25:33,Coffee_machines,1719
50.0,1,1.561,0.0,0.006,228.594,2012-01-28 11:28:13,Coffee_machines,1725
50.0,1,1.561,0.0,0.006,229.362,2012-01-28 11:28:43,Coffee_machines,1728
50.0,0,886.447,3.018,3.89,226.949,2012-01-28 11:29:03,Coffee_machines,1730
50.0,0,881.347,2.914,3.866,227.05,2012-01-28 11:29:13,Coffee_machines,1731
50.0,0,218.879,1.665,0.955,229.073,2012-01-28 11:29:23,Coffee_machines,1732
50.0,1,1.561,0.0,0.006,229.67,2012-01-28 11:30:13,Coffee_machines,1737
50.0,1,1.561,0.0,0.006,229.715,2012-01-28 11:30:33,Coffee_machines,1739
50.0,1,1.561,0.0,0.006,229.815,2012-01-28 11:30:43,Coffee_machines,1740
50.0,1,1.561,0.0,0.006,229.289,2012-01-28 11:32:03,Coffee_machines,1747
50.0,0,880.722,2.914,3.866,226.871,2012-01-28 11:41:44,Coffee_machines,1786
